ts;fixture;category;quantity;price
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 2;4;1 600,00 €
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 5;4;796,00 €
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 1;4;1 696,00 €
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 13;4;580,00 €
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 10;4;620,00 €
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 11;4;596,00 €
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 7;4;872,00 €
1692806160841,match-foot-masculin-paris-vs-strasbourg-1;CATEGORIE 6;4;1 660,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 17;1;50,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 9;1;86,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 15;1;52,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 7;1;101,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 2;1;185,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 5;1;123,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 16;1;49,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 1;1;238,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 13;1;57,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 10;1;79,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 14;1;60,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 11;1;71,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 12;1;64,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 8;1;119,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 3;1;147,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 6;1;130,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 4;1;149,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 17;2;150,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 9;2;220,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 15;2;170,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 7;2;220,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 2;2;410,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 5;2;260,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 16;2;140,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 1;2;682,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 13;2;163,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 10;2;250,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 14;2;156,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 11;2;179,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 12;2;158,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 8;2;279,98 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 3;2;450,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 6;2;438,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 4;2;500,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 17;4;360,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 9;4;440,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 15;4;476,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 7;4;800,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 2;4;1 600,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 5;4;796,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 16;4;380,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 1;4;1 696,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 13;4;500,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 10;4;520,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 14;4;476,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 11;4;580,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 8;4;716,00 €
1692806160841,match-foot-masculin-paris-vs-montpellier;CATEGORIE 6;4;1 600,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 9;1;131,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 17;1;78,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 15;1;80,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 12;1;103,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 16;1;70,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 8;1;189,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 2;1;350,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 1;1;350,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 11;1;112,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 7;1;146,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 5;1;169,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 3;1;221,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 4;1;220,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 13;1;91,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 10;1;125,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 6;1;154,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 14;1;95,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 9;2;320,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 17;2;198,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 15;2;219,98 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 12;2;258,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 16;2;178,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 8;2;400,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 2;2;630,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 1;2;798,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 11;2;270,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 7;2;320,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 5;2;360,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 3;2;600,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 4;2;600,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 13;2;234,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 10;2;380,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 6;2;550,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 14;2;210,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 9;4;600,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 17;4;436,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 15;4;640,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 12;4;840,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 16;4;480,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 8;4;940,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 2;4;2 000,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 1;4;1 996,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 11;4;800,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 7;4;1 396,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 5;4;996,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 3;4;1 200,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 13;4;520,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 10;4;960,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 6;4;1 980,00 €
1692806160841,match-foot-masculin-paris-vs-monaco-1;CATEGORIE 14;4;596,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 9;1;98,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 5;1;136,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 15;1;65,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 6;1;125,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 11;1;84,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 16;1;52,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 1;1;270,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 10;1;91,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 7;1;115,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 17;1;50,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 2;1;211,00 €
1692806160841,match-foot-masculin-paris-vs-nantes-1;CATEGORIE 12;1;75,00 €
